"tokenID","name","description","file_name","animation_url","external_url","attributes[Primary Background]","attributes[Secondary Background]","attributes[Skin Tone]","attributes[Archetype Base]","attributes[Gender]","attributes[Headwear]","attributes[Eyewear]","attributes[Facial Hair]","attributes[Lip Color]","attributes[Earring Set]","attributes[Neckwear]","attributes[Mouth Accessory]","attributes[Primary Clothing]","attributes[Secondary Clothing]","attributes[Primary Watch]","attributes[Secondary Watch]","attributes[Hand Interaction]","attributes[Mental Activity]","attributes[Tier]"
"52","Legendary Punk #52","A high-end collection of luxury cybernetic punks with metallic assets.","images/52.svg","https://amormesbahi.github.io/luxury-punks-anim/html/52.html","https://amormesbahi.github.io/luxury-punks-anim/html/52.html","Time Warp #53","Sky Glitch","Liquid Mercury","Soft Female Profile","female","Digital Horns","LEGENDARY: Hyper-Pulse Laser Eyes (Animated)","None","Dark Purple Lips","Emerald Stud","Rose Gold Rope","None","Blossom Lily Obsidian","Blossom Lily Crimson","LEGENDARY: X-Ray","Retro Digital Steel","Hand Shake","Rapid Eye Twitch","Legendary"
"53","Legendary Punk #53","A high-end collection of luxury cybernetic punks with metallic assets.","images/53.svg","https://amormesbahi.github.io/luxury-punks-anim/html/53.html","https://amormesbahi.github.io/luxury-punks-anim/html/53.html","Gravity Well #54","Rose Particles","Neon Skeleton","Heavy Ape Profile","male","LEGENDARY: Live Bio-Spikes","LEGENDARY: Gold Laser Wing Frames","Chinstrap","None","Gold Hoop","Neon Quantum Scarf","None","Neon Trench Coat","Glass Fiber Gold Leaf","LEGENDARY: Microwave","Oyster Professional","Peace Sign","Active Smoker & Blinking","Legendary"
"54","Legendary Punk #54","A high-end collection of luxury cybernetic punks with metallic assets.","images/54.svg","https://amormesbahi.github.io/luxury-punks-anim/html/54.html","https://amormesbahi.github.io/luxury-punks-anim/html/54.html","Event Horizon #55","Rose Particles","Liquid Mercury","Male Profile","male","Legendary Spiky Hair","LEGENDARY: Rainbow Crystal Visor","Shadow Beard","None","None","Fur Stole","Copper Steam Grille","Brick Domino Glitch","Brick Domino Cyber Green","LEGENDARY: Radio Wave","Luxury Gold Watch","Hand Shake","Suspicious Squint","Legendary"
"55","Legendary Punk #55","A high-end collection of luxury cybernetic punks with metallic assets.","images/55.svg","https://amormesbahi.github.io/luxury-punks-anim/html/55.html","https://amormesbahi.github.io/luxury-punks-anim/html/55.html","Cosmic Ray #56","Sky Matrix","Diamond Crystal","Heavy Ape Profile","male","Solar Crown","None","Clean Shaven","None","None","None","None","Neon Windbreaker","Brick Domino Obsidian","LEGENDARY: Zenith Tourbillon","Retro Digital Steel","Peace Sign","Active Smoker & Blinking","Legendary"
"56","Luxury Punks #56","A high-end collection of luxury cybernetic punks with metallic assets.","images/56.svg","https://amormesbahi.github.io/luxury-punks-anim/html/56.html","https://amormesbahi.github.io/luxury-punks-anim/html/56.html","Orange Matrix","Magenta Scanline","Fair Light","Sharp Angular Female","female","Prismatic Shifting","None","None","Gold Plated Lips","Emerald Stud","Glitch Ruby Wrap","Iridescent Crystal Veil","Cyber Armor","Blossom Lily White","Royal Octagon","Luxury Gold Watch","Thumb Up","Static Punk","Rare"
"57","Legendary Punk #57","A high-end collection of luxury cybernetic punks with metallic assets.","images/57.svg","https://amormesbahi.github.io/luxury-punks-anim/html/57.html","https://amormesbahi.github.io/luxury-punks-anim/html/57.html","Meltdown #58","Amber Wave","Diamond Crystal","Alien Female Profile","female","LEGENDARY: Ethereal Floating Leafs","LEGENDARY: Supernova Burst (Animated)","None","Ruby Red Lips","Ruby Tear","Black Choker","None","Crimson Gown","Velvet Top","LEGENDARY: Nebula GMT","Retro Digital Steel","Pointing Hand","Suspicious Squint","Legendary"
"58","Luxury Punks #58","A high-end collection of luxury cybernetic punks with metallic assets.","images/58.svg","https://amormesbahi.github.io/luxury-punks-anim/html/58.html","https://amormesbahi.github.io/luxury-punks-anim/html/58.html","Amber Wave","Cyan Scanline","Warm Olive","Heavy Ape Profile","male","Top Knot Samurai","Cyber Flame Wraps (Animated)","Full Bushy Beard","None","None","None","Silver Luxury Veil","Diamond Armor","Cyber Poncho","None","Retro Digital Steel","None","Pulsing Iris (Hypnotic)","Common"
"59","Luxury Punks #59","A high-end collection of luxury cybernetic punks with metallic assets.","images/59.svg","https://amormesbahi.github.io/luxury-punks-anim/html/59.html","https://amormesbahi.github.io/luxury-punks-anim/html/59.html","Sky Circuit","Violet Static","Diamond Clear","Sharp Angular Female","female","Neon Curly Short (Animated)","None","None","Dark Purple Lips","None","Neon Chrome Coin","None","Puffer Vest","Royal Gown","None","Oyster Professional","None","Suspicious Squint","Common"
"60","Luxury Punks #60","A high-end collection of luxury cybernetic punks with metallic assets.","images/60.svg","https://amormesbahi.github.io/luxury-punks-anim/html/60.html","https://amormesbahi.github.io/luxury-punks-anim/html/60.html","Sky Wave","Magenta Grid","Rich Brown","Male Profile","male","Forward Cap","Floating Star Monocle (Animated)","Shadow Beard","None","Diamond Chandelier","Animated Aether Croissant","None","Neon Hoodie","Puffer Jacket","Luxury Gold Watch","Oyster Professional","Pointing Hand","Suspicious Squint","Common"
"61","Luxury Punks #61","A high-end collection of luxury cybernetic punks with metallic assets.","images/61.svg","https://amormesbahi.github.io/luxury-punks-anim/html/61.html","https://amormesbahi.github.io/luxury-punks-anim/html/61.html","Amber Wave","Indigo Particles","Pale Steel","Male Profile","male","Teal Mohawk","None","Shadow Beard","None","None","Floating Silver Gaiter","None","Brick Domino Cyber Green","Neon Trench Coat","Cyber Holograph","Retro Digital Steel","Pointing Hand","Pulsing Iris (Hypnotic)","Common"
"62","Luxury Punks #62","A high-end collection of luxury cybernetic punks with metallic assets.","images/62.svg","https://amormesbahi.github.io/luxury-punks-anim/html/62.html","https://amormesbahi.github.io/luxury-punks-anim/html/62.html","Indigo Static","Violet Orbit","Warm Olive","Alien Profile","male","Prismatic Blooming Flowers","Platinum Half-Rim","Shadow Beard","None","Ruby Tear","Gold Thick Chain","None","Neon Trench Coat","Bio-Suit","None","Luxury Gold Watch","None","Static Punk","Common"
"63","Luxury Punks #63","A high-end collection of luxury cybernetic punks with metallic assets.","images/63.svg","https://amormesbahi.github.io/luxury-punks-anim/html/63.html","https://amormesbahi.github.io/luxury-punks-anim/html/63.html","Magenta Matrix","Lime Orbit","Warm Olive","Male Profile","male","Commanders Beret","Crystal Orbit Specs (Animated)","Clean Shaven","None","Gold Hoop","Onyx Collar","None","Mecha Armor","None","None","Retro Digital Steel","None","Active Smoker & Blinking","Rare"
"64","Luxury Punks #64","A high-end collection of luxury cybernetic punks with metallic assets.","images/64.svg","https://amormesbahi.github.io/luxury-punks-anim/html/64.html","https://amormesbahi.github.io/luxury-punks-anim/html/64.html","Lime Static","Indigo Grid","Rich Brown","Male Profile","male","Forward Cap","Gold Butterfly Shades","Shadow Beard","None","None","Pulsing Cyber Rope","None","Leather Muscle Jungle","Shadow Cloak","None","Cyber Holograph","None","Static Punk","Common"
"65","Luxury Punks #65","A high-end collection of luxury cybernetic punks with metallic assets.","images/65.svg","https://amormesbahi.github.io/luxury-punks-anim/html/65.html","https://amormesbahi.github.io/luxury-punks-anim/html/65.html","Orange Glitch","Indigo Circuit","Warm Olive","Sharp Angular Female","female","LEGENDARY: Neon Rainbow Cascade","Standard Eye","None","None","Diamond Stud","Glitch Crystal Collar","None","None","Neon Trench Coat","Oyster Professional","Luxury Gold Watch","Hand Shake","Rapid Eye Twitch","Common"
"66","Luxury Punks #66","A high-end collection of luxury cybernetic punks with metallic assets.","images/66.svg","https://amormesbahi.github.io/luxury-punks-anim/html/66.html","https://amormesbahi.github.io/luxury-punks-anim/html/66.html","Indigo Glitch","Sky Scanline","Natural Beige","Male Profile","male","None","None","Chinstrap","None","None","Neon Quantum Scarf","Titanium Mesh Cover","Camo Hoodie","Silk Shirt","Random Custom Watch","Oyster Professional","Thumb Up","Suspicious Squint","Common"
"67","Luxury Punks #67","A high-end collection of luxury cybernetic punks with metallic assets.","images/67.svg","https://amormesbahi.github.io/luxury-punks-anim/html/67.html","https://amormesbahi.github.io/luxury-punks-anim/html/67.html","Amber Particles","Cyan Particles","Warm Olive","Male Profile","male","Wild Spikes","None","Clean Shaven","None","Diamond Chandelier","Holographic Diamond Choker","None","Leather Muscle Emerald","Punk Vest","None","Cyber Holograph","None","Pulsing Iris (Hypnotic)","Common"
"68","Luxury Punks #68","A high-end collection of luxury cybernetic punks with metallic assets.","images/68.svg","https://amormesbahi.github.io/luxury-punks-anim/html/68.html","https://amormesbahi.github.io/luxury-punks-anim/html/68.html","Orange Pulse","Magenta Scanline","Copper Alloy","Sharp Angular Female","female","None","Platinum Half-Rim","None","Ruby Red Lips","Ruby Tear","Glitch Silver Disc","Rose Gold Cyber Mask","None","Trench Coat","None","Random Custom Watch","None","Suspicious Squint","Common"
"69","Luxury Punks #69","A high-end collection of luxury cybernetic punks with metallic assets.","images/69.svg","https://amormesbahi.github.io/luxury-punks-anim/html/69.html","https://amormesbahi.github.io/luxury-punks-anim/html/69.html","Cyan Circuit","Sky Particles","Deep Mocha","Male Profile","male","Ethereal Live Spikes","None","Gold Trim Beard","None","Ruby Tear","Rose Gold Rope","None","Tuxedo","Glass Fiber Moonlight","None","Royal Octagon","None","Static Punk","Common"
"70","Luxury Punks #70","A high-end collection of luxury cybernetic punks with metallic assets.","images/70.svg","https://amormesbahi.github.io/luxury-punks-anim/html/70.html","https://amormesbahi.github.io/luxury-punks-anim/html/70.html","Indigo Static","Rose Glitch","Rose Gold","Male Profile","male","Dreadlock Top","Emerald Oval Specs","Chinstrap","None","None","Pulsing Crystal Locket","None","Leather Muscle Neon Cyan","Silver Armor","Retro Digital Steel","Random Custom Watch","Pointing Hand","Scanning Cyber Laser","Rare"
"71","Luxury Punks #71","A high-end collection of luxury cybernetic punks with metallic assets.","images/71.svg","https://amormesbahi.github.io/luxury-punks-anim/html/71.html","https://amormesbahi.github.io/luxury-punks-anim/html/71.html","Magenta Circuit","Lime Orbit","Natural Beige","Male Profile","male","Rainbow Blooming Flowers","Standard Eye","Clean Shaven","None","Emerald Stud","Neon Quantum Scarf","None","Leather Muscle Crimson","Leather Muscle Gold","None","Oyster Professional","None","Pulsing Iris (Hypnotic)","Common"
"72","Luxury Punks #72","A high-end collection of luxury cybernetic punks with metallic assets.","images/72.svg","https://amormesbahi.github.io/luxury-punks-anim/html/72.html","https://amormesbahi.github.io/luxury-punks-anim/html/72.html","Rose Glitch","Orange Grid","Warm Olive","Soft Female Profile","female","Magenta Pigtails","None","None","Diamond Studded Lips","Onyx Spike","Cyber Sigil Pendant","None","Puffer Vest","Velvet Top","None","Luxury Gold Watch","None","Active Smoker & Blinking","Common"
"73","Luxury Punks #73","A high-end collection of luxury cybernetic punks with metallic assets.","images/73.svg","https://amormesbahi.github.io/luxury-punks-anim/html/73.html","https://amormesbahi.github.io/luxury-punks-anim/html/73.html","Magenta Matrix","Violet Scanline","Glacier Blue","Alien Female Profile","female","Glitch Tiara","None","None","None","Emerald Stud","Silver Dogtags","None","Neon Trench Coat","Blossom Lily Lavender","Luxury Gold Watch","Retro Digital Steel","Hand Shake","Suspicious Squint","Rare"
"74","Luxury Punks #74","A high-end collection of luxury cybernetic punks with metallic assets.","images/74.svg","https://amormesbahi.github.io/luxury-punks-anim/html/74.html","https://amormesbahi.github.io/luxury-punks-anim/html/74.html","Amber Grid","Orange Orbit","Natural Beige","Male Profile","male","Rainbow Live Spikes","None","Clean Shaven","None","Diamond Stud","Glitch Chrome Scarf","LEGENDARY: Plasma Overlord Shield (Animated)","Glass Fiber Moonlight","Camo Hoodie","Luxury Gold Watch","Royal Octagon","Hand Shake","Static Punk","Common"
"75","Luxury Punks #75","A high-end collection of luxury cybernetic punks with metallic assets.","images/75.svg","https://amormesbahi.github.io/luxury-punks-anim/html/75.html","https://amormesbahi.github.io/luxury-punks-anim/html/75.html","Indigo Scanline","Sky Wave","Deep Mocha","Alien Profile","male","Commanders Beret","Gold Butterfly Shades","Shadow Beard","None","None","Onyx Collar","None","Golden Hoodie","Punk Vest","None","Luxury Gold Watch","None","Static Punk","Common"
"76","Luxury Punks #76","A high-end collection of luxury cybernetic punks with metallic assets.","images/76.svg","https://amormesbahi.github.io/luxury-punks-anim/html/76.html","https://amormesbahi.github.io/luxury-punks-anim/html/76.html","Orange Grid","Sky Orbit","Zombie PVD","Sharp Angular Female","female","Toxic Leafs","Floating Star Monocle (Animated)","None","None","Neon Ring","Gold Thick Chain","None","Flannel Shirt","Raincoat","Oyster Professional","Luxury Gold Watch","Thumb Up","Suspicious Squint","Rare"
"77","Luxury Punks #77","A high-end collection of luxury cybernetic punks with metallic assets.","images/77.svg","https://amormesbahi.github.io/luxury-punks-anim/html/77.html","https://amormesbahi.github.io/luxury-punks-anim/html/77.html","Orange Particles","Indigo Orbit","Warm Olive","Alien Profile","male","Cybernetic Coil (Animated)","Neon Skull Goggles (Animated)","Shadow Beard","None","Diamond Stud","Diamond Tennis Chain","None","Neon Hoodie","Neon Trench Coat","None","Royal Octagon","None","Active Smoker & Blinking","Common"
"78","Luxury Punks #78","A high-end collection of luxury cybernetic punks with metallic assets.","images/78.svg","https://amormesbahi.github.io/luxury-punks-anim/html/78.html","https://amormesbahi.github.io/luxury-punks-anim/html/78.html","Cyan Particles","Amber Matrix","Vampire White","Alien Profile","male","Bio-luminescent Blooming Flowers","None","Shadow Beard","None","Onyx Spike","Animated Onyx Coin","None","Denim Jacket","Glass Fiber White","None","Luxury Gold Watch","None","Rapid Eye Twitch","Rare"
"79","Luxury Punks #79","A high-end collection of luxury cybernetic punks with metallic assets.","images/79.svg","https://amormesbahi.github.io/luxury-punks-anim/html/79.html","https://amormesbahi.github.io/luxury-punks-anim/html/79.html","Cyan Glitch","Amber Grid","Rich Brown","Soft Female Profile","female","Big Volume Afro","None","None","Ruby Red Lips","None","Velvet Ribbon","None","Silk Blouse","Neon Top","None","Oyster Professional","None","Static Punk","Common"
"80","Luxury Punks #80","A high-end collection of luxury cybernetic punks with metallic assets.","images/80.svg","https://amormesbahi.github.io/luxury-punks-anim/html/80.html","https://amormesbahi.github.io/luxury-punks-anim/html/80.html","Slate Wave","Magenta Glitch","Deep Mocha","Male Profile","male","None","Sapphire Shield Visor","Clean Shaven","None","Emerald Stud","Silver Skull Pendant","None","Camo Hoodie","Plaid Shirt","None","Oyster Professional","None","Rapid Eye Twitch","Common"
"81","Luxury Punks #81","A high-end collection of luxury cybernetic punks with metallic assets.","images/81.svg","https://amormesbahi.github.io/luxury-punks-anim/html/81.html","https://amormesbahi.github.io/luxury-punks-anim/html/81.html","Sky Scanline","Slate Pulse","Natural Beige","Soft Female Profile","female","Bio-luminescent Circles","None","None","None","Emerald Stud","Plasma Silver Locket","Supernova Pulse (Animated)","Gold Kimono","Lace Dress","Luxury Gold Watch","Royal Octagon","Thumb Up","Scanning Cyber Laser","Rare"
"82","Luxury Punks #82","A high-end collection of luxury cybernetic punks with metallic assets.","images/82.svg","https://amormesbahi.github.io/luxury-punks-anim/html/82.html","https://amormesbahi.github.io/luxury-punks-anim/html/82.html","Amber Wave","Violet Orbit","Natural Beige","Sharp Angular Female","female","Toxic Leafs","Onyx Round Frames","None","Neon Cyan Lips","Diamond Stud","Plasma Diamond Chain","None","Techwear Dress","Diamond Dress","None","Luxury Gold Watch","None","Suspicious Squint","Common"
